HN_noise_80,HN_noise_75,HN_noise_70,HN_noise_65,HN_noise_60,HN_noise_55,HN_noise_50,HN_noise_45,HN_noise_40,TD_noise_80,TD_noise_75,TD_noise_70,TD_noise_65,TD_noise_60,TD_noise_55,TD_noise_50,TD_noise_45,TD_noise_40,TN_noise_80,TN_noise_75,TN_noise_70,TN_noise_65,TN_noise_60,TN_noise_55,TN_noise_50,TN_noise_45,TN_noise_40,Accidents,Bars,OldTown,ProtectedBuildings,UrbanDensification,multi_family_houses,single_family_houses,Community_Endowments,Endowment_protection_housing,SpecificArrangement,ForestPark,UrbanParks,Infrastructure,PhysicalRemodeling,UrbanRenewal,TechnicalFacilities,RailwaySystem,PortSystem,Transformation(EQUIPMENT),Transformation(PARC),PrivateGreen ,strOri_0,strOri_1,strOri_2,strOri_3,x_coord,y_coord
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.272727272727,0.181818181818,0.0,0.0909090909091,0.0,0.272727272727,0.181818181818,0.0,0.0,0.0,0.0909090909091,0.0,0.363636363636,0.0,0.0,0.0909090909091,0.454545454545,27,9,18523,702,23106,0,0,5834,0,6912,0,39005,0,7863,0,0,0,0,0,0,0,214.665225769,1639.81364709,205.867435315,1790.04043274,431021.158011,4582302.15800
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.444444444444,0.0,0.333333333333,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.333333333333,0.111111111111,0.0,0.333333333333,17,3,2340,0,86494,0,0,18968,0,13957,0,18275,0,0,0,0,0,0,0,1425,548,281.423223575,1406.47117193,178.646325538,1711.53424992,428047.709104,4581417.61449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.133333333333,0.4,0.0,0.133333333333,0.0666666666667,0.0666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.266666666667,0.0,0.133333333333,0.266666666667,16,11,86713,2001,58402,0,0,81211,0,24007,0,266,5353,0,0,0,0,0,0,4628,0,620.990494214,1853.77300348,255.933986651,1784.89529475,429089.660393,4583853.49683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.583333333333,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.294117647059,0.235294117647,0.117647058824,0.0588235294118,0.294117647059,27,12,28408,0,104228,0,0,40068,0,275,0,3851,4697,0,0,0,0,0,0,0,0,34.8395266425,2453.71135411,105.592147922,2253.50737927,428675.454821,4583425.78869
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.166666666667,0.5,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,28,4,0,0,16180,0,0,18996,0,21822,0,3183,0,0,0,0,0,0,0,487,0,700.824771083,318.246292109,0,1270.66130209,427074.570042,4581334.69792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.416666666667,0.0,0.333333333333,0.0833333333333,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.1,0.2,24,4,0,0,36538,29193,14802,1493,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1651.72426580,62.2199403485,2847.82454044,427544.247879,4583708.96984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.235294117647,0.470588235294,0.0,0.0,0.0,0.176470588235,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.181818181818,0.0,0.0909090909091,0.363636363636,24,12,96127,0,60655,0,0,35155,436,1768,0,628,5353,0,0,0,0,0,0,4628,0,510.731571795,1904.64550181,411.737097871,1907.82679378,429104.214596,4583714.59699
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.1875,0.0625,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.411764705882,0.235294117647,0.0,0.176470588235,0.176470588235,15,3,0,0,97933,0,0,4978,0,0,0,4782,283,0,0,0,0,0,0,0,0,517.528148390,2305.23320408,313.163751078,1386.83529690,427886.267460,4584171.39919
0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.0,0.952380952381,0.0,0.176470588235,0.294117647059,0.0,0.0588235294118,0.0588235294118,0.176470588235,0.235294117647,0.0,0.0,0.0,0.133333333333,0.0,0.2,0.0666666666667,0.0666666666667,0.2,0.333333333333,24,5,74199,104,15151,0,0,9452,0,0,0,5889,0,0,0,0,0,0,0,0,0,0,2468.68340605,4.75963927855,1973.43895728,429397.070048,4584455.29126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.181818181818,0.181818181818,0.0,0.545454545455,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.25,0.166666666667,0.25,0.166666666667,24,6,26385,0,70768,0,0,60107,0,0,0,12288,4697,0,0,0,0,0,0,0,0,123.532557276,2149.25780075,149.395741844,2046.94541364,428603.827080,4583507.71590
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.266666666667,0.333333333333,0.0,0.133333333333,0.133333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.181818181818,0.0909090909091,0.181818181818,0.181818181818,32,1,18629,197,29640,0,0,8530,2507,2168,0,2516,0,0,0,0,0,0,0,6734,0,227.209449133,2166.91235194,315.533827434,1727.64458617,428818.673042,4584272.23777
0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0555555555556,0.833333333333,0.0,0.133333333333,0.333333333333,0.0,0.0666666666667,0.0,0.333333333333,0.133333333333,0.0,0.0,0.0,0.0714285714286,0.0,0.357142857143,0.0,0.0714285714286,0.0,0.5,40,17,48895,0,35917,3435,0,2457,0,0,0,3761,3247,0,0,0,0,0,0,0,0,563.526379962,1667.81674756,318.803273504,1782.50455020,430020.040522,4581601.58693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.428571428571,0.285714285714,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.333333333333,32,5,0,0,19319,0,0,20598,0,22142,0,4289,0,0,0,0,0,0,0,487,0,850.912571750,685.900060643,93.8131865508,1497.74059626,427188.535023,4581352.59125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.428571428571,0.142857142857,0.0,0.0,0.142857142857,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,15,1,0,0,51091,38111,2319,13380,0,1460,0,6674,0,0,0,0,0,0,0,0,0,79.4029117935,1851.00282991,183.041607516,1814.87265934,427484.865476,4584131.95468
0.0,0.0,0.0,0.0,0.148148148148,0.0,0.0740740740741,0.111111111111,0.666666666667,0.0,0.0,0.1,0.0,0.25,0.15,0.15,0.05,0.3,0.0,0.0,0.0,0.0,0.296296296296,0.111111111111,0.111111111111,0.111111111111,0.37037037037,17,37,96189,0,0,0,0,20499,0,0,0,18040,0,0,0,0,0,0,1776,0,0,258.742857702,2481.05307735,410.904618287,2022.18055511,430751.274689,4581278.39561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0909090909091,0.545454545455,0.0,0.0909090909091,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.461538461538,0.0769230769231,0.230769230769,0.153846153846,0.0,23,1,0,0,68051,0,2008,4252,0,0,0,2171,7436,0,0,0,0,0,0,0,0,279.140478896,2200.64958057,344.937674146,1620.33443148,428959.520155,4584567.99169
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.166666666667,0.5,23,2,0,0,26619,10228,0,4735,0,15164,0,4188,18480,0,0,0,0,0,0,0,0,22.6148307640,1748.14919448,0,1573.77547557,430532.937798,4584351.62550
0.0,0.0,0.0,0.0,0.0952380952381,0.047619047619,0.0952380952381,0.0,0.761904761905,0.0,0.0,0.0588235294118,0.0,0.411764705882,0.294117647059,0.0,0.235294117647,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.3,26,30,42655,0,0,0,0,34077,0,23639,0,26879,0,0,0,0,0,0,0,0,0,595.609016436,825.206372656,1259.25481362,1756.01097308,430799.783644,4580867.13088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.285714285714,0.0,0.0,0.142857142857,0.0,0.285714285714,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.125,0.5,19,2,256,792,72411,0,0,3605,0,0,0,1785,0,0,0,0,0,0,0,1425,548,133.280407647,1599.81765727,274.371655143,1892.39502106,427925.456724,4581664.72847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111111111111,0.0,0.222222222222,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.333333333333,0.333333333333,0.111111111111,19,1,0,0,0,48087,8666,9298,0,449,0,0,0,0,0,0,0,0,0,0,0,91.7314912398,1507.90494606,426.489827891,1557.70576087,427231.640257,4583455.98354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333333,0.222222222222,0.0,0.277777777778,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.307692307692,0.0769230769231,0.0769230769231,0.230769230769,24,1,7455,0,58487,0,0,7243,0,4165,0,388,102,0,0,0,0,0,0,0,0,299.537650119,1736.30974135,490.858383625,1131.58052410,430308.518960,4584779.49988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.294117647059,0.294117647059,0.0,0.294117647059,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.25,0.416666666667,0.0833333333333,0.0833333333333,0.166666666667,26,1,3193,0,90211,0,0,965,0,4165,0,357,102,0,0,0,0,0,0,0,0,72.2006100866,1649.83244375,411.454555942,1645.59248719,430450.992414,4584826.21013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.166666666667,0.0,0.166666666667,0.0833333333333,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.166666666667,0.0,0.0833333333333,0.333333333333,28,3,0,0,80778,0,0,22538,0,3293,0,8603,154,0,0,0,0,0,3061,487,0,1182.11486084,233.650092041,464.126431563,1661.38169419,427124.064486,4581148.12868
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.333333333333,0.166666666667,0.0,0.166666666667,0.166666666667,44,4,7029,0,126147,0,0,22200,0,0,0,0,0,0,0,0,0,0,0,1242,0,255.940685483,1773.16065699,26.8957831888,1804.52832720,431087.589469,4583982.38700
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.0,0.142857142857,0.0,0.285714285714,36,3,10071,0,54547,0,0,8280,0,9940,0,21502,0,0,0,0,0,0,0,12827,0,461.759639925,1132.54724099,784.191346558,947.779726537,428670.179081,4580897.36425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.2,8,3,0,0,86237,0,0,3778,0,13558,0,2081,0,0,0,0,0,0,0,0,0,382.410350035,866.922576731,0,927.774998131,431547.517871,4582907.00918
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.923076923077,0.0,0.384615384615,0.307692307692,0.0,0.0,0.153846153846,0.153846153846,0.0,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.125,0.375,0.0,30,9,0,0,28829,0,0,0,0,22328,0,11874,421,0,0,0,0,0,3478,0,0,958.409314190,583.883406699,1269.17717521,812.203423907,428265.760855,4582567.14938
0.0,0.0,0.0,0.0,0.0689655172414,0.137931034483,0.137931034483,0.0344827586207,0.620689655172,0.0,0.0,0.238095238095,0.0,0.142857142857,0.047619047619,0.190476190476,0.380952380952,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.230769230769,0.0384615384615,0.115384615385,0.307692307692,21,7,54341,1379,9613,4607,0,9537,0,4741,0,30866,0,0,0,0,0,0,1382,0,0,1877.56199546,818.489905011,1326.01202439,1119.68385408,427822.910457,4581000.35771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0909090909091,0.363636363636,0.0,0.181818181818,0.0909090909091,0.181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.222222222222,0.0,0.0,0.444444444444,22,2,25809,0,48991,0,0,1651,0,7218,0,14958,0,0,0,0,0,0,0,22747,0,192.586933817,1395.66849206,328.897404090,1516.04741187,428585.475374,4580995.24568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.1,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.125,0.25,9,1,2821,50,42953,0,0,13540,2349,2756,333,23307,1201,0,0,0,0,0,0,0,0,275.924180960,1632.78870998,762.281360608,1084.27831714,428500.746985,4584626.79596
0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.944444444444,0.0,0.2,0.2,0.0,0.2,0.0666666666667,0.133333333333,0.2,0.0,0.0,0.0,0.0666666666667,0.0,0.2,0.133333333333,0.133333333333,0.0666666666667,0.4,23,2,0,0,30418,544,0,69621,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6709298450,2098.56693522,27.6817118371,1728.13510075,430428.709604,4584256.93391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111111111111,0.0,0.333333333333,0.555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230769230769,0.153846153846,0.461538461538,0.0769230769231,0.0769230769231,7,1,0,193,0,0,10363,35822,771,1934,0,735,0,0,0,0,0,0,0,0,0,323.047151741,1176.95410928,396.548777187,1630.19380656,427346.886935,4584829.46026
0.0,0.0,0.0,0.0,0.103448275862,0.0689655172414,0.137931034483,0.103448275862,0.586206896552,0.0,0.0,0.153846153846,0.0,0.307692307692,0.230769230769,0.115384615385,0.192307692308,0.0,0.0,0.0,0.0,0.0,0.214285714286,0.25,0.107142857143,0.178571428571,0.25,20,38,76394,0,0,0,0,16403,0,438,0,19556,800,0,0,646,0,2011,1274,0,0,72.9160623181,2895.56195514,171.547155262,2126.85668191,431275.834472,4581162.46950
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.230769230769,0.0,0.0,0.307692307692,0.153846153846,0.0769230769231,0.230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.454545454545,0.0909090909091,0.0909090909091,0.363636363636,17,7,0,0,54138,0,0,3998,0,0,0,240,0,0,0,0,0,0,0,0,0,747.422284634,296.222671868,1095.74046083,923.732410270,429564.375940,4580650.50478
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.666666666667,0.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,19,4,0,0,0,14595,0,0,903,14466,0,50396,1996,0,0,0,0,0,0,0,0,617.390682840,692.353218833,1345.36336328,482.831158693,427685.374137,4582742.95390
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.8,0.0,0.0,0.3,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.111111111111,0.444444444444,0.222222222222,26,8,25917,0,80922,0,0,8252,0,3226,0,3573,0,0,0,0,0,0,0,0,0,725.742541831,1157.25773528,523.865263211,1343.28696579,430118.911092,4580760.98672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.125,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.181818181818,0.0,0.0909090909091,0.363636363636,18,2,0,115,97695,0,0,2533,0,911,0,2623,0,0,0,0,0,0,0,0,0,248.193839650,1690.16987750,468.127476298,1334.24299828,427949.879711,4581829.81125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.416666666667,0.166666666667,0.25,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.384615384615,0.230769230769,0.153846153846,0.230769230769,15,1,0,0,30359,78817,5426,8567,0,458,0,4383,0,0,0,0,0,0,0,4418,0,64.9189061142,2110.24066069,294.182521384,1889.35121583,427287.184593,4583062.05053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.666666666667,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,27,1,17323,0,16087,0,0,1828,0,7316,0,10578,0,0,0,0,0,0,0,5447,0,256.527200948,1407.08228740,223.540087364,1277.87926552,428316.502618,4581237.58340
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,41,1,0,0,0,89891,9547,0,0,5301,0,2137,0,0,0,0,0,0,0,0,0,579.608669082,1361.98819350,1166.18887665,1270.93661378,427688.339381,4583212.60957
0.0,0.0,0.0,0.0,0.0,0.0,0.214285714286,0.0714285714286,0.714285714286,0.0,0.0,0.333333333333,0.0,0.0833333333333,0.0833333333333,0.0833333333333,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.153846153846,0.0769230769231,0.153846153846,0.307692307692,27,9,19347,0,108297,0,0,9251,0,0,0,6306,3421,0,0,0,0,0,0,0,0,776.068143311,1129.38965572,684.497091962,1046.43916442,429929.628212,4580763.23950
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.05,0.4,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0625,0.0,0.1875,0.3125,0.1875,0.1875,0.0625,25,1,0,0,52759,0,19133,40950,0,4297,0,378,0,0,0,0,0,0,0,2444,0,20.4399933731,2226.32089835,119.543056547,2024.97821244,429473.918025,4584782.80294
0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.166666666667,0.75,0.0,0.444444444444,0.111111111111,0.0,0.333333333333,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.125,0.0,0.125,0.375,39,21,28716,0,52464,0,0,4619,517,9348,0,869,0,0,0,0,0,0,0,0,0,169.023018958,2587.31008189,134.846769593,1816.05094473,429093.659054,4583330.91808
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.416666666667,0.0833333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.277777777778,0.222222222222,0.166666666667,0.111111111111,0.222222222222,9,1,0,0,52068,0,12259,2396,0,2157,0,0,0,0,0,0,0,0,0,0,410,190.644199781,2035.18185836,63.8871750564,1859.43555089,428564.424779,4584430.28543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.384615384615,0.0,0.153846153846,0.0,0.0769230769231,0.384615384615,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.142857142857,0.0714285714286,0.0,0.5,17,2,0,0,89075,19677,0,13434,0,0,0,1295,0,0,0,0,0,0,0,0,0,517.656928011,1976.96340098,51.8906916950,1737.93997711,430024.086943,4584453.32570
0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.818181818182,0.0,0.166666666667,0.333333333333,0.0,0.166666666667,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.111111111111,0.0,0.222222222222,0.0,0.0,0.111111111111,0.555555555556,23,14,45489,0,51066,0,0,28202,0,4219,0,763,0,0,0,0,0,0,0,0,0,413.608635257,1043.95577803,863.875348023,1572.66450096,430308.388447,4580757.63179
0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.125,0.125,26,9,0,0,17502,0,0,0,0,11295,0,2414,0,0,0,0,0,0,0,0,0,514.408020738,1090.26218891,961.545024357,832.582715705,428227.524006,4582772.21980
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.2,0.4,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,50,27,0,0,68767,1671,0,7618,0,0,0,0,0,0,0,0,0,0,7518,0,0,0,1281.25612205,0,1681.79759859,430011.601962,4582741.03219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,22,4,0,0,0,7205,0,0,903,16631,0,52178,2204,0,0,0,0,0,0,0,0,488.846933686,983.761995720,1254.27809165,652.299660080,427591.801023,4582683.99027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.714285714286,17,7,0,0,65156,0,0,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,747.422284634,758.112961786,1172.02718639,1169.72984156,429552.769303,4580767.64446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0666666666667,0.2,0.2,0.0,0.2,0.133333333333,0.2,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.142857142857,0.0,0.214285714286,0.357142857143,0.0,30,7,1770,0,107125,0,0,37757,1165,0,0,2126,0,0,0,0,0,0,0,0,0,379.810552115,1898.46192123,981.791366994,1350.62897484,428197.356256,4583900.92993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.285714285714,0.0,0.142857142857,0.142857142857,22,4,0,0,51052,0,0,2533,0,10381,0,2623,42,0,0,0,0,0,0,0,0,116.659290288,1810.49790636,499.640527513,1224.14884639,427896.342114,4581919.82566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.533333333333,0.0,0.133333333333,0.0666666666667,0.133333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.461538461538,0.0,0.0,0.230769230769,0.307692307692,22,2,4262,0,85220,19677,0,16051,0,0,459,0,0,0,0,0,0,0,0,0,0,514.596665449,1864.41745674,79.9271055361,1374.50758846,430094.581480,4584574.06761
0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0714285714286,0.785714285714,0.0,0.0909090909091,0.272727272727,0.0,0.0,0.181818181818,0.0909090909091,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.181818181818,0.0909090909091,0.0909090909091,0.454545454545,20,7,0,0,103853,0,0,9045,0,0,0,6306,3421,0,0,0,0,0,0,0,0,792.057171476,825.787717512,885.609134961,1421.16943967,429741.000219,4580765.47825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.214285714286,0.214285714286,0.0714285714286,0.0,0.5,11,11,72519,0,13213,0,0,11037,0,0,0,1295,0,0,0,0,0,0,0,0,0,237.708905424,1990.76728817,65.8774597546,2297.91518119,429875.537287,4584219.41303
0.0,0.0,0.0,0.0,0.173913043478,0.0,0.0869565217391,0.0434782608696,0.695652173913,0.0,0.0,0.210526315789,0.0,0.368421052632,0.0526315789474,0.0526315789474,0.263157894737,0.0526315789474,0.0,0.0,0.0,0.0,0.263157894737,0.263157894737,0.105263157895,0.0,0.368421052632,13,4,58963,0,32234,0,0,8024,0,3138,0,9416,0,0,0,0,0,0,0,0,0,788.074614124,1377.59328220,374.008987057,1960.55376432,427907.222937,4581181.62434
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.2,0.0,0.2,0.05,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.263157894737,0.105263157895,0.105263157895,0.105263157895,0.421052631579,14,1,0,0,80009,30739,1281,2735,0,1047,0,3965,0,0,0,0,0,0,0,0,0,12.6538920838,2002.65666084,219.861270540,1852.14034210,427615.545210,4584117.76735
0.0,0.0,0.0,0.0,0.388888888889,0.0,0.111111111111,0.111111111111,0.388888888889,0.0,0.176470588235,0.117647058824,0.0,0.235294117647,0.0,0.411764705882,0.0588235294118,0.0,0.0,0.0,0.0666666666667,0.0,0.266666666667,0.0666666666667,0.133333333333,0.266666666667,0.2,41,19,0,0,56619,0,0,6047,0,208,0,0,0,0,0,0,0,0,0,0,0,58.8822741130,2286.78850807,352.575316084,1726.22117793,428617.426410,4582924.25456
0.0,0.0,0.0,0.0,0.235294117647,0.0,0.0,0.0588235294118,0.705882352941,0.0,0.285714285714,0.142857142857,0.0,0.0714285714286,0.0,0.357142857143,0.142857142857,0.0,0.0,0.0,0.214285714286,0.0,0.142857142857,0.142857142857,0.0,0.0714285714286,0.428571428571,20,7,0,0,61727,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,107.112760432,2016.89552892,359.217440681,1543.79854457,428329.145065,4582917.39488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0625,0.0,0.4375,19,5,1401,676,37416,0,0,10558,0,17936,0,13171,0,0,0,0,0,0,0,0,0,746.209323372,1062.16575113,901.978941466,1206.00342602,427524.165090,4581725.09702
0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.1,0.3,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.142857142857,0.0,0.0,0.428571428571,0.0,44,22,11524,0,91764,7715,0,27265,0,0,0,11776,0,0,0,0,0,0,2028,0,0,82.4718135502,1577.11193492,590.388510205,1727.17778379,429836.875029,4583106.98452
0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.6,0.0,0.125,0.375,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.285714285714,0.0,0.0,0.428571428571,0.142857142857,48,24,0,644,89199,13307,0,22679,0,0,0,10325,0,0,0,0,0,0,2028,0,0,0,1088.50950329,0,1769.35771364,429819.168097,4582884.23868
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0833333333333,0.333333333333,0.0,0.0833333333333,0.0833333333333,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.222222222222,0.444444444444,0.222222222222,22,6,7101,0,83018,0,0,4838,0,0,0,20966,0,0,0,0,0,0,0,0,0,541.399483984,784.842196790,1052.75389581,1214.29970786,429364.091003,4580767.67698
