HN_noise_80,HN_noise_75,HN_noise_70,HN_noise_65,HN_noise_60,HN_noise_55,HN_noise_50,HN_noise_45,HN_noise_40,TD_noise_80,TD_noise_75,TD_noise_70,TD_noise_65,TD_noise_60,TD_noise_55,TD_noise_50,TD_noise_45,TD_noise_40,TN_noise_80,TN_noise_75,TN_noise_70,TN_noise_65,TN_noise_60,TN_noise_55,TN_noise_50,TN_noise_45,TN_noise_40,Accidents,Bars,OldTown,ProtectedBuildings,UrbanDensification,multi_family_houses,single_family_houses,Community_Endowments,Endowment_protection_housing,SpecificArrangement,ForestPark,UrbanParks,Infrastructure,PhysicalRemodeling,UrbanRenewal,TechnicalFacilities,RailwaySystem,PortSystem,Transformation(EQUIPMENT),Transformation(PARC),PrivateGreen ,strOri_0,strOri_1,strOri_2,strOri_3,x_coord,y_coord
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.375,0.25,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,42,23,5289,1042,111775,7715,0,24893,0,0,0,10326,0,0,0,0,0,0,2028,0,0,46.0828539018,1265.60507106,546.615722741,1392.33147780,429700.909382,4583006.56027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,6,1,0,0,16554,0,9738,14024,0,0,0,1383,2337,0,0,0,0,0,0,0,0,437.821670003,1370.27904607,380.474601922,638.513042211,428309.338031,4585032.56681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.5,0.166666666667,0.0,2,1,0,0,0,0,35561,44629,771,1619,0,7391,0,0,0,0,0,0,0,0,0,291.206475786,980.287682516,286.258624758,1050.13310963,427276.540661,4584476.33011
0.0,0.0,0.0,0.0,0.1875,0.0,0.0625,0.1875,0.5625,0.0,0.0,0.0833333333333,0.0,0.166666666667,0.0,0.0833333333333,0.333333333333,0.333333333333,0.0,0.0,0.0588235294118,0.0,0.235294117647,0.176470588235,0.0588235294118,0.0588235294118,0.411764705882,19,38,108478,0,0,0,0,10109,0,15929,0,16318,0,0,0,958,37763,0,480,0,0,121.582807034,2313.89375922,135.453887080,1961.94231493,430867.499044,4581135.01006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,23,1,2460,0,24201,0,0,5307,0,16571,0,16379,4289,0,0,0,0,0,0,0,0,1137.48993876,756.983882069,1403.01466555,486.134732019,427213.491433,4582185.36355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.166666666667,0.333333333333,0.0,0.166666666667,24,1,0,0,10800,9097,2275,1481,903,3217,0,38041,1112,0,0,0,0,0,0,0,0,527.329011237,1009.07451062,1008.83843149,1412.93225614,427528.846256,4582784.55984
0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.2,0.3,0.0,0.5,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.571428571429,0.0,0.0,0.142857142857,0.0,0.285714285714,0.0,43,28,7303,0,40029,0,0,3373,0,4483,0,0,0,0,0,0,0,0,0,0,0,90.7178421391,1732.24032451,397.165230508,1546.34320787,429200.887889,4583048.21635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111111111111,0.277777777778,0.0,0.111111111111,0.166666666667,0.222222222222,0.111111111111,0.0,0.0,0.0,0.0625,0.0,0.125,0.25,0.125,0.1875,0.25,23,5,79527,197,13177,0,0,74451,0,4438,0,266,0,0,0,0,0,0,0,0,0,627.197114194,1942.22320917,233.107518797,1729.80526134,429003.714724,4584004.38867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,15,1,0,0,64125,0,35187,40487,0,0,0,0,408,0,0,0,0,0,0,12943,0,763.431352847,1350.50712282,591.985765041,644.535086763,428005.630889,4584929.47877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.285714285714,0.142857142857,0.0,0.285714285714,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,7,1,0,0,73639,0,1062,4993,0,0,0,0,408,0,0,0,0,0,0,11975,0,576.442255379,1509.31999325,330.775970861,709.071598292,428094.395549,4584978.28789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.285714285714,0.214285714286,0.0,0.0,0.5,16,1,0,0,41574,0,0,9109,0,6555,0,3436,167,7241,0,0,0,0,3836,0,0,967.442551698,879.705959273,959.321514570,755.121980033,427129.431581,4580726.92316
0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.7,0.0,0.125,0.375,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.5,0.125,49,25,0,644,106522,9864,0,4393,0,0,0,0,0,0,0,0,0,0,9546,0,0,0,1209.11336000,0,1737.37372902,429889.570704,4582810.61585
0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0625,0.5625,0.0,0.0,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.133333333333,0.0666666666667,0.4,21,22,57795,0,0,0,0,44445,0,3845,0,55226,0,0,0,0,0,0,0,0,0,582.099785993,1720.52568766,642.038939621,1814.82634054,430283.980959,4581651.50145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,17,1,0,0,0,38689,11019,10434,0,0,0,6740,0,0,0,0,0,0,0,0,0,0,1752.10958054,0,2231.01320695,427283.302257,4583851.05254
